41.600        138.192209
41.800        138.856594
42.000        139.520980
42.200        140.185366
42.400        140.849751
42.600        141.514137
42.800        142.178522
43.000        142.842908
43.200        143.507294
43.400        144.171679
43.600        144.836065
43.800        145.500451
44.000        146.164836
44.200        146.829222
44.400        147.493607
44.600        148.157993
44.800        148.822379
45.000        149.486764
45.200        150.151150
45.400        150.815536
45.600        151.479921
45.800        152.144307
46.000        152.808692
46.200        153.473078
46.400        154.137464
46.600        154.801849
46.800        155.466235
47.000        156.130620
47.200        156.795006
47.400        157.459392
47.600        158.123777
47.800        158.788163
48.000        159.452549
48.200        160.116934
48.400        160.781320
48.600        161.445705
48.800        162.110091
49.000        162.774477
49.200        163.438862
49.400        164.103248
49.600        164.767634
49.800        165.432019
50.000        166.096405
50.200        166.760790
50.400        167.425176
50.600        168.089562
50.800        168.753947
51.000        169.418333
51.200        170.082718
51.400        170.747104
51.600        171.411490
51.800        172.075875
52.000        172.740261
52.200        173.404647
52.400        174.069032
52.600        174.733418
52.800        175.397803
53.000        176.062189
53.200        176.726575
53.400        177.390960
53.600        178.055346
53.800        178.719732
54.000        179.384117
54.200        180.048503
54.400        180.712888
54.600        181.377274
54.800        182.041660
55.000        182.706045
55.200        183.370431
55.400        184.034816
55.600        184.699202
55.800        185.363588
56.000        186.027973
56.200        186.692359
56.400        187.356745
56.600        188.021130
56.800        188.685516
57.000        189.349901
57.200        190.014287
57.400        190.678673
57.600        191.343058
57.800        192.007444
58.000        192.671830
58.200        193.336215
58.400        194.000601
58.600        194.664986
58.800        195.329372
59.000        195.993758
59.200        196.658143
59.400        197.322529
59.600        197.986914
59.800        198.651300
60.000        199.315686
60.200        199.980071
60.400        200.644457
60.600        201.308843
60.800        201.973228
61.000        202.637614
61.200        203.301999
61.400        203.966385
61.600        204.630771
61.800        205.295156
62.000        205.959542
62.200        206.623928
62.400        207.288313
62.600        207.952699
62.800        208.617084
63.000        209.281470
63.200        209.945856
63.400        210.610241
63.600        211.274627
63.800        211.939012
64.000        212.603398
64.200        213.267784
64.400        213.932169
64.600        214.596555
64.800        215.260941
65.000        215.925326
65.200        216.589712
65.400        217.254097
65.600        217.918483
65.800        218.582869
66.000        219.247254
66.200        219.911640
66.400        220.576026
66.600        221.240411
66.800        221.904797
67.000        222.569182
67.200        223.233568
67.400        223.897954
67.600        224.562339
67.800        225.226725
68.000        225.891110
68.200        226.555496
68.400        227.219882
68.600        227.884267
68.800        228.548653
69.000        229.213039
69.200        229.877424
69.400        230.541810
69.600        231.206195
69.800        231.870581
70.000        232.534967
70.200        233.199352
70.400        233.863738
70.600        234.528123
70.800        235.192509
71.000        235.856895
71.200        236.521280
71.400        237.185666
71.600        237.850052
71.800        238.514437
72.000        239.178823
72.200        239.843208
72.400        240.507594
72.600        241.171980
72.800        241.836365
73.000        242.500751
73.200        243.165137
73.400        243.829522
73.600        244.493908
73.800        245.158293
74.000        245.822679
74.200        246.487065
74.400        247.151450
74.600        247.815836
74.800        248.480221
75.000        249.144607
75.200        249.808993
75.400        250.473378
75.600        251.137764
75.800        251.802150
76.000        252.466535
76.200        253.130921
76.400        253.795306
76.600        254.459692
76.800        255.124078
77.000        255.788463
77.200        256.452849
77.400        257.117235
77.600        257.781620
77.800        258.446006
78.000        259.110391
78.200        259.774777
78.400        260.439163
78.600        261.103548
78.800        261.767934
79.000        262.432319
79.200        263.096705
79.400        263.761091
79.600        264.425476
79.800        265.089862
80.000        265.754248
80.200        266.418633
80.400        267.083019
80.600        267.747404
80.800        268.411790
81.000        269.076176
81.200        269.740561
81.400        270.404947
81.600        271.069333
81.800        271.733718
82.000        272.398104
82.200        273.062489
82.400        273.726875
82.600        274.391261
82.800        275.055646
83.000        275.720032
83.200        276.384417
83.400        277.048803
83.600        277.713189
83.800        278.377574
84.000        279.041960
84.200        279.706346
84.400        280.370731
84.600        281.035117
84.800        281.699502
85.000        282.363888
85.200        283.028274
85.400        283.692659
85.600        284.357045
85.800        285.021431
86.000        285.685816
86.200        286.350202
86.400        287.014587
86.600        287.678973
86.800        288.343359
87.000        289.007744
87.200        289.672130
87.400        290.336515
87.600        291.000901
87.800        291.665287
88.000        292.329672
88.200        292.994058
88.400        293.658444
88.600        294.322829
88.800        294.987215
89.000        295.651600
89.200        296.315986
89.400        296.980372
89.600        297.644757
89.800        298.309143
90.000        298.973529
90.200        299.637914
90.400        300.302300
90.600        300.966685
90.800        301.631071
91.000        302.295457
91.200        302.959842
91.400        303.624228
91.600        304.288613
91.800        304.952999
92.000        305.617385
92.200        306.281770
92.400        306.946156
92.600        307.610542
92.800        308.274927
93.000        308.939313
93.200        309.603698
93.400        310.268084
93.600        310.932470
93.800        311.596855
94.000        312.261241
94.200        312.925627
94.400        313.590012
94.600        314.254398
94.800        314.918783
95.000        315.583169
95.200        316.247555
95.400        316.911940
95.600        317.576326
95.800        318.240711
96.000        318.905097
96.200        319.569483
96.400        320.233868
96.600        320.898254
96.800        321.562640
97.000        322.227025
97.200        322.891411
97.400        323.555796
97.600        324.220182
97.800        324.884568
98.000        325.548953
98.200        326.213339
98.400        326.877725
98.600        327.542110
98.800        328.206496
99.000        328.870881
99.200        329.535267
99.400        330.199653
99.600        330.864038
99.800        331.528424
100.000       332.192809
